Timestamp,What is your age?,Are you?,Have you used online dating app(s) before?,How often do you use online dating app(s)?,What are you looking for in online dating app(s)?,How long have you used online dating app(s)?,Have you experienced ghosting or being ghosted?,What's your overall experience using online dating app(s)?,What's the main reason you haven't used any dating app?,Do you intend to use any online dating app?,Meeting_Frequency,Dates_Per_Match,Preferred_Meeting_Location,Match_Punctuality,Comfort_Level,Would_Meet_Again,Profile_Review_Time,Reflect_Before_Swiping,No_Show_Experience,Open_To_QR_Code,Responsible_Behavior_Promotion,Use_Conscious_Module
2023-01-01,40-50,Female,Yes,Rarely,Short-term or casual relationship,more than 1 year,Being ghosted,Very negative,Prefer real connection over online dating,No,Occasionally,More than 3,Public,Yes,No,No,Seconds,Yes,No,No,Yes,Yes
2023-01-01,30-40,Female,Yes,Frequently,,more than 1 year,Ghosting,Very negative,,No,Rarely,2-3,Private,Yes,Yes,Maybe,Seconds,Yes,No,No,Neutral,Yes
2023-01-01,25-30,Female,No,Rarely,Long-term relationship,more than 1 year,Being ghosted,,Not interested,,Frequently,2-3,Private,Yes,Somewhat,Maybe,Seconds,No,No,Yes,Yes,No
2023-01-01,40-50,Male,No,Frequently,Long-term relationship,more than 1 year,Both,Negative,Prefer real connection over online dating,No,Rarely,More than 3,Public,Yes,Yes,No,Seconds,Yes,No,No,Yes,No
2023-01-01,25-30,Male,Yes,Occasionally,Long-term relationship,more than 1 year,Being ghosted,Very negative,Prefer real connection over online dating,,Rarely,1,Private,Yes,Somewhat,Yes,Minutes,Yes,Yes,Yes,Yes,Yes
2023-01-01,30-40,Female,Yes,Frequently,,more than 1 year,Ghosting,Positive,,No,Frequently,More than 3,Private,Yes,Somewhat,No,Minutes,No,Yes,Yes,Neutral,No
2023-01-01,30-40,Female,Yes,Rarely,,1-6 months,Ghosting,Negative,,,Rarely,1,Depends,No,Yes,No,Minutes,No,Yes,No,No,No
2023-01-01,25-30,Male,Yes,,Short-term or casual relationship,more than 1 year,,,Not interested,,Occasionally,1,Public,Yes,Somewhat,No,Minutes,No,No,Yes,No,Yes
2023-01-01,25-30,Male,No,,,,Ghosting,,Prefer real connection over online dating,No,Rarely,2-3,Private,No,Yes,Yes,Seconds,No,Yes,Yes,Yes,No
2023-01-01,30-40,Female,Yes,,Short-term or casual relationship,more than 1 year,Ghosting,Very negative,Prefer real connection over online dating,No,Frequently,1,Public,No,Yes,Maybe,Minutes,No,No,No,Yes,No
2023-01-01,40-50,Female,Yes,,,more than 1 year,Both,Positive,Not interested,No,Occasionally,More than 3,Depends,Yes,No,Maybe,Minutes,Yes,Yes,No,Yes,No
2023-01-01,25-30,Male,No,Rarely,Short-term or casual relationship,1-6 months,Neither,,Have been in a relationship since I was a minor,No,Frequently,2-3,Private,No,No,No,Minutes,Yes,No,Yes,Yes,Yes
2023-01-01,40-50,Male,No,Rarely,Short-term or casual relationship,,Being ghosted,Negative,Not interested,No,Occasionally,2-3,Private,No,Somewhat,Maybe,Seconds,Yes,Yes,Yes,No,Yes
2023-01-01,25-30,Male,Yes,,Short-term or casual relationship,1-6 months,Being ghosted,,Prefer real connection over online dating,,Frequently,More than 3,Private,Yes,No,Maybe,Minutes,Yes,No,No,Neutral,Yes
2023-01-01,25-30,Male,No,Occasionally,Long-term relationship,1-6 months,Both,,,No,Frequently,1,Depends,No,No,Maybe,Minutes,No,No,No,Yes,No
2023-01-01,40-50,Female,Yes,Occasionally,Short-term or casual relationship,more than 1 year,Neither,Positive,,,Frequently,More than 3,Public,Yes,Yes,Maybe,Minutes,No,No,No,Neutral,Yes
2023-01-01,40-50,Male,Yes,Occasionally,Short-term or casual relationship,1-6 months,Being ghosted,,Prefer real connection over online dating,,Frequently,1,Private,No,Yes,No,Seconds,Yes,No,No,Neutral,Yes
2023-01-01,40-50,Female,Yes,Rarely,,,Both,,Prefer real connection over online dating,No,Occasionally,2-3,Depends,No,Somewhat,Maybe,Seconds,Yes,No,Yes,Yes,No
2023-01-01,30-40,Female,Yes,,Long-term relationship,more than 1 year,Both,Very negative,Prefer real connection over online dating,,Occasionally,2-3,Public,Yes,Yes,Yes,Seconds,Yes,Yes,Yes,No,No
2023-01-01,25-30,Male,No,Rarely,I don't know yet,,Both,,Prefer real connection over online dating,,Frequently,1,Private,Yes,Somewhat,No,Seconds,Yes,No,Yes,Neutral,No
2023-01-01,30-40,Male,No,Rarely,I don't know yet,,,Negative,Not interested,No,Occasionally,1,Private,No,No,No,Minutes,No,Yes,Yes,Neutral,Yes
2023-01-01,25-30,Male,Yes,,I don't know yet,,Both,Negative,,,Occasionally,1,Private,No,No,No,Minutes,No,Yes,Yes,Yes,Yes
2023-01-01,25-30,Female,Yes,Rarely,Short-term or casual relationship,more than 1 year,Being ghosted,Positive,Prefer real connection over online dating,No,Frequently,2-3,Public,Yes,No,Yes,Seconds,Yes,No,Yes,Neutral,Yes
2023-01-01,25-30,Female,No,,,1-6 months,Both,,Prefer real connection over online dating,No,Rarely,2-3,Public,No,Somewhat,No,Minutes,Yes,No,No,Yes,No
2023-01-01,40-50,Female,Yes,Occasionally,Short-term or casual relationship,,Being ghosted,Negative,,,Frequently,1,Private,Yes,No,No,Seconds,Yes,No,No,Neutral,No
2023-01-01,25-30,Male,No,Rarely,I don't know yet,1-6 months,Being ghosted,Very negative,,No,Occasionally,More than 3,Public,No,No,Yes,Minutes,Yes,No,No,Neutral,No
2023-01-01,40-50,Female,Yes,Rarely,Short-term or casual relationship,,Being ghosted,Positive,,,Frequently,More than 3,Depends,Yes,No,Yes,Minutes,No,Yes,Yes,No,No
2023-01-01,30-40,Female,Yes,Occasionally,Short-term or casual relationship,1-6 months,Being ghosted,Very negative,,No,Occasionally,1,Public,No,No,Maybe,Minutes,Yes,No,Yes,Yes,Yes
2023-01-01,40-50,Female,Yes,Frequently,Long-term relationship,more than 1 year,Both,Negative,Not interested,,Rarely,More than 3,Public,No,Somewhat,Maybe,Seconds,Yes,Yes,Yes,Yes,No
2023-01-01,25-30,Male,No,Occasionally,,more than 1 year,,,Prefer real connection over online dating,,Rarely,2-3,Depends,Yes,No,No,Seconds,No,No,No,Neutral,Yes
2023-01-01,25-30,Male,Yes,,,1-6 months,Being ghosted,Negative,,,Rarely,2-3,Private,No,Yes,Yes,Seconds,No,No,Yes,No,No
2023-01-01,30-40,Female,Yes,Rarely,,1-6 months,Both,,Have been in a relationship since I was a minor,No,Frequently,More than 3,Private,Yes,Yes,Maybe,Seconds,No,Yes,Yes,Yes,No
2023-01-01,25-30,Male,No,Frequently,I don't know yet,1-6 months,Ghosting,Negative,,No,Rarely,1,Private,Yes,Somewhat,Yes,Seconds,Yes,Yes,Yes,No,No
2023-01-01,25-30,Female,No,Frequently,I don't know yet,,Ghosting,Very negative,,,Rarely,2-3,Private,Yes,Yes,Maybe,Minutes,Yes,Yes,No,Yes,No
2023-01-01,30-40,Male,Yes,Rarely,Short-term or casual relationship,1-6 months,Neither,Positive,,No,Occasionally,2-3,Public,Yes,Yes,Maybe,Minutes,No,No,Yes,No,No
2023-01-01,25-30,Male,No,,I don't know yet,more than 1 year,,Very negative,Prefer real connection over online dating,No,Frequently,2-3,Private,Yes,Yes,Yes,Seconds,Yes,Yes,Yes,No,Yes
2023-01-01,40-50,Male,Yes,,I don't know yet,,,,Prefer real connection over online dating,No,Frequently,2-3,Private,No,No,Maybe,Minutes,No,Yes,No,Yes,No
2023-01-01,40-50,Female,Yes,Occasionally,,more than 1 year,Neither,Negative,Not interested,No,Rarely,2-3,Depends,Yes,No,Yes,Seconds,Yes,No,No,No,Yes
2023-01-01,30-40,Male,Yes,Rarely,Short-term or casual relationship,,Ghosting,Positive,,No,Rarely,1,Private,Yes,Somewhat,Maybe,Seconds,Yes,Yes,No,Neutral,No
2023-01-01,25-30,Male,No,Rarely,,1-6 months,Both,Very negative,Prefer real connection over online dating,No,Occasionally,1,Private,Yes,Yes,Yes,Minutes,Yes,No,Yes,Yes,No
2023-01-01,40-50,Female,Yes,Frequently,,1-6 months,,Negative,Prefer real connection over online dating,No,Occasionally,2-3,Depends,No,Somewhat,Maybe,Minutes,No,Yes,Yes,No,No
2023-01-01,30-40,Female,Yes,Rarely,I don't know yet,1-6 months,,,,,Occasionally,1,Depends,No,No,No,Minutes,No,No,No,Neutral,Yes
2023-01-01,40-50,Female,No,Frequently,Short-term or casual relationship,,Being ghosted,Positive,,,Rarely,More than 3,Private,No,No,No,Minutes,Yes,No,Yes,Yes,Yes
2023-01-01,30-40,Female,No,Frequently,Long-term relationship,1-6 months,Being ghosted,,,,Occasionally,More than 3,Public,Yes,Somewhat,Maybe,Seconds,Yes,No,Yes,Neutral,No
2023-01-01,40-50,Male,Yes,Rarely,Long-term relationship,,Both,,,No,Occasionally,1,Public,No,Somewhat,Yes,Minutes,Yes,Yes,Yes,Neutral,Yes
2023-01-01,40-50,Male,Yes,Occasionally,Long-term relationship,1-6 months,,Negative,,,Occasionally,1,Public,Yes,No,Yes,Minutes,No,No,No,Yes,No
2023-01-01,40-50,Male,No,Occasionally,,more than 1 year,Both,Negative,,,Rarely,More than 3,Private,Yes,No,Yes,Seconds,Yes,No,No,Yes,Yes
2023-01-01,30-40,Female,Yes,Rarely,I don't know yet,,Both,Positive,,No,Occasionally,More than 3,Private,Yes,No,Maybe,Seconds,Yes,Yes,No,No,No
2023-01-01,25-30,Male,No,Frequently,,1-6 months,Neither,Positive,Prefer real connection over online dating,,Occasionally,1,Depends,No,Yes,No,Minutes,Yes,No,Yes,No,No
2023-01-01,30-40,Female,No,Rarely,,1-6 months,,Positive,,,Frequently,1,Private,No,Somewhat,No,Minutes,No,Yes,No,Yes,Yes
2023-01-01,25-30,Female,Yes,,Long-term relationship,more than 1 year,Both,,,,Frequently,More than 3,Private,No,No,Maybe,Minutes,Yes,No,No,Yes,Yes
2023-01-01,40-50,Female,No,,Long-term relationship,1-6 months,Both,Negative,,No,Occasionally,1,Private,Yes,Somewhat,Maybe,Seconds,Yes,No,No,Yes,No
2023-01-01,40-50,Female,Yes,Frequently,I don't know yet,,Ghosting,Positive,,,Frequently,1,Depends,Yes,Yes,No,Seconds,No,No,Yes,No,No
2023-01-01,25-30,Female,Yes,Rarely,Long-term relationship,more than 1 year,Being ghosted,Positive,Not interested,No,Frequently,1,Private,Yes,Somewhat,No,Seconds,No,Yes,Yes,Yes,No
2023-01-01,25-30,Female,No,Occasionally,,more than 1 year,,Negative,,No,Occasionally,More than 3,Public,No,Somewhat,Maybe,Seconds,Yes,No,Yes,Neutral,No
2023-01-01,25-30,Female,Yes,Rarely,,,Being ghosted,Positive,,,Frequently,1,Private,Yes,Somewhat,No,Seconds,No,No,Yes,Neutral,Yes
2023-01-01,30-40,Female,No,Frequently,Short-term or casual relationship,more than 1 year,,Negative,Have been in a relationship since I was a minor,No,Rarely,More than 3,Public,Yes,Yes,Yes,Seconds,No,Yes,No,No,Yes
2023-01-01,40-50,Male,Yes,Rarely,,1-6 months,,Negative,,,Frequently,2-3,Private,No,Yes,Maybe,Minutes,No,Yes,Yes,Neutral,No
2023-01-01,40-50,Male,Yes,Rarely,Long-term relationship,,Being ghosted,,Not interested,,Frequently,1,Depends,Yes,Somewhat,No,Seconds,No,No,Yes,No,No
2023-01-01,30-40,Male,Yes,Rarely,Long-term relationship,more than 1 year,,,,No,Rarely,1,Private,Yes,Yes,No,Minutes,No,Yes,No,Yes,No
2023-01-01,30-40,Female,Yes,,Long-term relationship,more than 1 year,,Very negative,,No,Occasionally,1,Public,Yes,Somewhat,Maybe,Minutes,No,No,Yes,Yes,No
2023-01-01,25-30,Female,Yes,,Long-term relationship,,Ghosting,Positive,Prefer real connection over online dating,No,Frequently,1,Depends,No,No,No,Minutes,No,Yes,Yes,Neutral,No
2023-01-01,40-50,Female,Yes,Frequently,Short-term or casual relationship,,Ghosting,Positive,Not interested,No,Frequently,2-3,Public,Yes,Somewhat,Maybe,Seconds,Yes,Yes,No,Neutral,Yes
2023-01-01,25-30,Female,Yes,Rarely,,,,Negative,Prefer real connection over online dating,No,Occasionally,1,Public,No,Somewhat,Yes,Seconds,Yes,Yes,Yes,No,Yes
2023-01-01,25-30,Male,No,Occasionally,I don't know yet,1-6 months,Being ghosted,Very negative,,,Occasionally,More than 3,Public,Yes,Yes,Yes,Seconds,Yes,No,No,No,No
2023-01-01,30-40,Male,No,Occasionally,Long-term relationship,more than 1 year,Ghosting,,,No,Occasionally,2-3,Private,No,Somewhat,No,Seconds,No,Yes,No,No,Yes
2023-01-01,30-40,Male,Yes,,,more than 1 year,Neither,Negative,,No,Rarely,More than 3,Private,Yes,Yes,Maybe,Seconds,Yes,No,Yes,Neutral,No
2023-01-01,30-40,Male,No,,Long-term relationship,more than 1 year,Both,Negative,Prefer real connection over online dating,No,Occasionally,More than 3,Depends,No,No,Maybe,Minutes,No,No,Yes,Yes,No
2023-01-01,40-50,Male,No,Rarely,Short-term or casual relationship,1-6 months,Neither,,Not interested,,Frequently,1,Private,No,Somewhat,Yes,Minutes,Yes,No,Yes,No,No
2023-01-01,30-40,Male,Yes,Occasionally,Long-term relationship,more than 1 year,Neither,,Prefer real connection over online dating,,Frequently,1,Private,Yes,No,No,Seconds,No,Yes,No,Neutral,Yes
2023-01-01,25-30,Male,Yes,Rarely,,1-6 months,Being ghosted,Negative,,No,Occasionally,1,Private,Yes,Yes,No,Seconds,Yes,No,Yes,Neutral,No
2023-01-01,40-50,Female,Yes,Rarely,I don't know yet,1-6 months,Neither,Negative,,No,Occasionally,More than 3,Public,Yes,Yes,Maybe,Minutes,Yes,Yes,No,No,Yes
2023-01-01,30-40,Male,No,Rarely,Long-term relationship,more than 1 year,Both,Positive,Prefer real connection over online dating,No,Frequently,2-3,Depends,Yes,Yes,Yes,Seconds,Yes,No,Yes,Yes,No
2023-01-01,40-50,Female,No,,Short-term or casual relationship,1-6 months,,,Prefer real connection over online dating,No,Frequently,1,Private,Yes,Yes,No,Minutes,No,No,No,Neutral,No
2023-01-01,30-40,Female,No,Occasionally,I don't know yet,,Ghosting,Positive,,,Frequently,1,Public,Yes,Somewhat,No,Minutes,No,No,No,Neutral,No
2023-01-01,25-30,Female,Yes,,I don't know yet,,,Positive,,No,Frequently,2-3,Private,No,No,Maybe,Minutes,Yes,Yes,Yes,Neutral,No
2023-01-01,25-30,Male,Yes,Occasionally,Long-term relationship,more than 1 year,Both,Positive,Prefer real connection over online dating,,Occasionally,More than 3,Private,Yes,Somewhat,Maybe,Seconds,Yes,No,Yes,No,No
2023-01-01,40-50,Female,No,Rarely,Short-term or casual relationship,more than 1 year,Neither,Very negative,,,Frequently,More than 3,Depends,Yes,Yes,Maybe,Seconds,Yes,No,Yes,No,Yes
2023-01-01,40-50,Female,Yes,,I don't know yet,,Neither,Positive,Not interested,No,Occasionally,More than 3,Depends,No,Somewhat,Yes,Minutes,Yes,Yes,No,Neutral,Yes
2023-01-01,40-50,Male,No,Occasionally,,,Neither,,Not interested,,Occasionally,2-3,Depends,Yes,No,Maybe,Seconds,No,No,Yes,Neutral,Yes
2023-01-01,25-30,Female,No,,Short-term or casual relationship,more than 1 year,,,Have been in a relationship since I was a minor,,Frequently,1,Private,Yes,No,Maybe,Minutes,No,Yes,Yes,Yes,Yes
2023-01-01,30-40,Male,No,Occasionally,Short-term or casual relationship,1-6 months,,Negative,Prefer real connection over online dating,No,Frequently,More than 3,Depends,No,Yes,Maybe,Seconds,Yes,Yes,Yes,Neutral,Yes
2023-01-01,25-30,Male,No,Rarely,I don't know yet,,,,,,Frequently,More than 3,Private,Yes,No,Maybe,Seconds,No,Yes,Yes,No,Yes
2023-01-01,25-30,Male,Yes,Occasionally,Long-term relationship,more than 1 year,,Negative,,No,Rarely,2-3,Private,Yes,Yes,Maybe,Seconds,No,Yes,No,Neutral,Yes
2023-01-01,40-50,Female,Yes,Rarely,Short-term or casual relationship,,,Positive,,,Rarely,2-3,Depends,No,Somewhat,No,Seconds,Yes,No,Yes,Neutral,No
2023-01-01,30-40,Female,No,Occasionally,Short-term or casual relationship,1-6 months,,Very negative,Not interested,No,Rarely,More than 3,Depends,Yes,Yes,No,Seconds,No,No,Yes,Neutral,No
2023-01-01,40-50,Male,Yes,Rarely,Short-term or casual relationship,,Both,Very negative,Prefer real connection over online dating,No,Occasionally,1,Public,Yes,Somewhat,Maybe,Minutes,Yes,No,No,No,Yes
2023-01-01,40-50,Female,Yes,Rarely,Long-term relationship,,Being ghosted,Positive,Have been in a relationship since I was a minor,,Frequently,1,Private,No,Somewhat,Yes,Minutes,No,Yes,Yes,Yes,Yes
2023-01-01,25-30,Male,Yes,Occasionally,Long-term relationship,1-6 months,,Positive,Prefer real connection over online dating,,Occasionally,1,Depends,No,Somewhat,Yes,Seconds,Yes,No,Yes,Neutral,Yes
2023-01-01,40-50,Male,Yes,,I don't know yet,,Both,Negative,,No,Frequently,More than 3,Private,No,Somewhat,Maybe,Seconds,No,No,No,Yes,Yes
2023-01-01,40-50,Male,No,,,more than 1 year,,Very negative,,No,Frequently,1,Depends,Yes,Somewhat,Yes,Seconds,Yes,Yes,Yes,Neutral,Yes
2023-01-01,40-50,Female,No,Rarely,,,Both,Very negative,Prefer real connection over online dating,No,Frequently,More than 3,Private,No,No,Maybe,Minutes,No,Yes,Yes,Neutral,No
2023-01-01,30-40,Male,No,Rarely,I don't know yet,more than 1 year,Both,,Not interested,No,Rarely,More than 3,Private,No,Somewhat,No,Minutes,Yes,Yes,No,Yes,No
2023-01-01,30-40,Male,No,Rarely,Short-term or casual relationship,more than 1 year,Ghosting,,,,Occasionally,More than 3,Private,Yes,Somewhat,No,Seconds,No,Yes,Yes,No,Yes
2023-01-01,30-40,Female,Yes,,Short-term or casual relationship,more than 1 year,Ghosting,,,No,Occasionally,2-3,Private,No,No,Maybe,Seconds,No,Yes,No,Neutral,No
2023-01-01,40-50,Male,No,,Short-term or casual relationship,1-6 months,,Negative,,,Rarely,More than 3,Private,No,Somewhat,Yes,Seconds,No,No,No,Yes,Yes
2023-01-01,30-40,Female,No,Rarely,I don't know yet,more than 1 year,,,,,Frequently,2-3,Depends,Yes,Somewhat,Yes,Minutes,No,Yes,No,No,No
2023-01-01,30-40,Male,No,Frequently,I don't know yet,,Both,,,No,Frequently,1,Public,Yes,No,Yes,Minutes,No,Yes,No,No,Yes
2023-01-01,40-50,Female,Yes,Frequently,I don't know yet,,Neither,Negative,,No,Occasionally,2-3,Public,No,Somewhat,Yes,Minutes,No,No,No,Neutral,Yes
2023-01-01,40-50,Male,No,Rarely,Long-term relationship,,Both,Very negative,Prefer real connection over online dating,No,Frequently,1,Private,Yes,Somewhat,Yes,Seconds,Yes,No,Yes,No,No
2023-01-01,30-40,Female,Yes,Occasionally,I don't know yet,,,Positive,Not interested,,Occasionally,2-3,Private,Yes,No,Maybe,Minutes,Yes,No,Yes,Neutral,No
2023-01-01,30-40,Female,No,Frequently,,1-6 months,Both,Negative,Prefer real connection over online dating,,Frequently,2-3,Public,Yes,Somewhat,Maybe,Minutes,No,Yes,No,Neutral,No
2023-01-01,40-50,Female,No,,Long-term relationship,,Both,,,No,Occasionally,1,Public,No,Somewhat,Yes,Minutes,No,No,Yes,No,Yes
2023-01-01,25-30,Male,Yes,,Long-term relationship,,Both,Positive,,No,Occasionally,2-3,Private,Yes,Somewhat,No,Minutes,Yes,No,Yes,Neutral,No
2023-01-01,40-50,Male,Yes,Frequently,,more than 1 year,Ghosting,,,,Frequently,More than 3,Private,Yes,No,Maybe,Seconds,Yes,Yes,Yes,Yes,No
2023-01-01,25-30,Male,Yes,Frequently,Long-term relationship,1-6 months,Both,Very negative,Prefer real connection over online dating,No,Occasionally,More than 3,Private,Yes,Yes,Yes,Seconds,No,Yes,Yes,Neutral,No
2023-01-01,40-50,Male,Yes,Occasionally,,,Being ghosted,Negative,Prefer real connection over online dating,No,Frequently,2-3,Private,Yes,No,No,Seconds,No,No,No,Neutral,No
2023-01-01,40-50,Male,Yes,,I don't know yet,,,Positive,,,Rarely,More than 3,Public,No,Somewhat,No,Minutes,Yes,No,Yes,No,No
2023-01-01,25-30,Female,Yes,Occasionally,Long-term relationship,1-6 months,Both,Negative,,No,Occasionally,1,Depends,Yes,Somewhat,Maybe,Minutes,No,No,Yes,Yes,No
2023-01-01,25-30,Male,No,,Short-term or casual relationship,1-6 months,Ghosting,Positive,,No,Rarely,1,Private,Yes,No,No,Minutes,Yes,No,Yes,No,No
2023-01-01,40-50,Female,Yes,,,1-6 months,,Negative,,No,Occasionally,1,Private,No,Yes,Yes,Seconds,Yes,Yes,No,Yes,Yes
2023-01-01,40-50,Female,No,,,,Ghosting,,Prefer real connection over online dating,No,Rarely,More than 3,Depends,Yes,No,Yes,Seconds,Yes,No,Yes,No,Yes
2023-01-01,25-30,Male,Yes,Occasionally,,1-6 months,Both,Positive,,No,Frequently,2-3,Private,Yes,Somewhat,Yes,Seconds,No,Yes,No,Neutral,Yes
2023-01-01,40-50,Male,No,Frequently,Short-term or casual relationship,,Being ghosted,Very negative,Have been in a relationship since I was a minor,,Occasionally,More than 3,Public,Yes,No,Maybe,Seconds,Yes,No,Yes,No,Yes
2023-01-01,30-40,Male,No,Occasionally,,,Ghosting,,Not interested,No,Occasionally,2-3,Depends,No,Somewhat,Maybe,Minutes,Yes,Yes,Yes,No,No
2023-01-01,30-40,Male,Yes,,,,Neither,Positive,Prefer real connection over online dating,,Frequently,More than 3,Public,Yes,No,No,Minutes,No,Yes,Yes,Neutral,No
2023-01-01,40-50,Male,No,Occasionally,Long-term relationship,1-6 months,,,Prefer real connection over online dating,,Frequently,More than 3,Private,Yes,Somewhat,No,Seconds,Yes,Yes,Yes,Yes,No
2023-01-01,25-30,Male,No,Rarely,Short-term or casual relationship,1-6 months,Neither,Very negative,Prefer real connection over online dating,,Rarely,1,Depends,No,Somewhat,Yes,Seconds,No,Yes,Yes,Neutral,No
2023-01-01,40-50,Female,No,Rarely,Short-term or casual relationship,,Neither,Very negative,,No,Rarely,More than 3,Public,No,Yes,Yes,Minutes,Yes,Yes,Yes,Neutral,Yes
2023-01-01,25-30,Female,Yes,Rarely,Long-term relationship,more than 1 year,,Negative,Not interested,No,Rarely,More than 3,Private,No,No,Yes,Minutes,Yes,No,Yes,Neutral,No
2023-01-01,30-40,Male,Yes,Rarely,Long-term relationship,1-6 months,Being ghosted,Very negative,,,Occasionally,1,Depends,No,No,No,Minutes,Yes,No,Yes,Neutral,No
2023-01-01,40-50,Male,Yes,Occasionally,I don't know yet,more than 1 year,Neither,Negative,,No,Frequently,2-3,Private,Yes,No,Maybe,Minutes,No,No,No,Yes,Yes
2023-01-01,30-40,Female,No,Rarely,Short-term or casual relationship,,,Negative,,No,Rarely,1,Depends,No,No,No,Minutes,Yes,No,No,Yes,Yes
2023-01-01,25-30,Male,Yes,Frequently,,1-6 months,Both,Very negative,Have been in a relationship since I was a minor,No,Frequently,More than 3,Public,No,Yes,No,Seconds,No,No,Yes,Yes,Yes
2023-01-01,25-30,Male,Yes,Occasionally,Short-term or casual relationship,more than 1 year,Both,Negative,,,Frequently,1,Public,Yes,Somewhat,Yes,Seconds,Yes,Yes,No,Neutral,No
2023-01-01,40-50,Male,Yes,Occasionally,,1-6 months,Both,Negative,,No,Occasionally,More than 3,Public,No,No,No,Seconds,Yes,Yes,No,Yes,Yes
